phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p	p_method	retinal_trait	systemic_disease	pair_key	locus_index	locus_id	chr	start	stop	n_snps	univ_p_retina	univ_p_systemic	retinal_domain	admission_reason	p_local_rg	local_rg	q_lava_global	q_lava_pair	qc_flag
ret_ven_tort	sys_stroke_megastroke2018	-0.525685	-1	0.44945	0.276345	0	1	0.155120519585532	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_stroke_megastroke2018	ret_ven_tort__sys_stroke_megastroke2018	1328	1328	8	98132520	99388944	428	0.0467683	0.0220492	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.155120519585532	-0.525685	0.6053135149923796	0.5882872535224892	
ret_ven_tort	sys_t2d_scott2017	-0.128663	-1	0.98278	0.016554	0	1	0.799213643318112	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_t2d_scott2017	ret_ven_tort__sys_t2d_scott2017	1328	1328	8	98132520	99388944	428	0.0467683	0.0122115	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.799213643318112	-0.128663	0.9909811878417558	0.9688671077420179	
ret_ven_tort	sys_ckd_wuttke2019	0.481774	-0.52871	1	0.232106	0	1	0.216693585830127	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_ckd_wuttke2019	ret_ven_tort__sys_ckd_wuttke2019	1328	1328	8	98132520	99388944	428	0.0467683	0.0287132	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.216693585830127	0.481774	0.7021482017419625	0.7400290384009998	
ret_crae	sys_cad_nikpay2015	0.0246239	-0.66946	0.76382	0.000606338	0	0.78539	0.946307235139331	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_cad_nikpay2015	ret_crae__sys_cad_nikpay2015	1328	1328	8	98132520	99388944	428	0.000347244	0.00678572	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.946307235139331	0.0246239	0.9985897938128142	0.9882436629858093	
ret_crae	sys_stroke_megastroke2018	-0.0302222	-0.91041	0.8033	0.000913383	0	1	0.944886106868391	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_stroke_megastroke2018	ret_crae__sys_stroke_megastroke2018	1328	1328	8	98132520	99388944	428	0.000347244	0.0220492	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.944886106868391	-0.0302222	0.9985897938128142	0.9855956482488969	
ret_crae	sys_t2d_scott2017	0.181023	-0.51035	1	0.0327693	0	1	0.638481502967744	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_t2d_scott2017	ret_crae__sys_t2d_scott2017	1328	1328	8	98132520	99388944	428	0.000347244	0.0122115	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.638481502967744	0.181023	0.9663688947770284	0.9691138017589982	
ret_crae	sys_ckd_wuttke2019	0.160932	-0.62859	1	0.025899	0	1	0.69849370026391	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ckd_wuttke2019	ret_crae__sys_ckd_wuttke2019	1328	1328	8	98132520	99388944	428	0.000347244	0.0287132	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.69849370026391	0.160932	0.9791502593456278	0.9382999922128613	
ret_crae	sys_sle_bentham2015	-0.0484895	-0.62584	0.51182	0.00235124	0	0.47042	0.867310481418091	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_sle_bentham2015	ret_crae__sys_sle_bentham2015	1328	1328	8	98132520	99388944	428	0.000347244	0.000354581	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.867310481418091	-0.0484895	0.9963914024459883	0.9852890399881982	
ret_crae	sys_ibd_delange2017	-0.0727357	-0.80838	0.64194	0.00529048	0	0.84343	0.844148237031465	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ibd_delange2017	ret_crae__sys_ibd_delange2017	1328	1328	8	98132520	99388944	428	0.000347244	0.00918029	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.844148237031465	-0.0727357	0.995144758317208	0.9824806274640501	
ret_avr	sys_cad_nikpay2015	-0.058226	-0.75164	0.59989	0.00339027	0	0.71589	0.865893743301766	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_cad_nikpay2015	ret_avr__sys_cad_nikpay2015	1328	1328	8	98132520	99388944	428	0.000110317	0.00678572	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.865893743301766	-0.058226	0.9960338343365549	0.9891536864100218	
ret_avr	sys_stroke_megastroke2018	0.301995	-0.36243	1	0.0912007	0	1	0.384908566719551	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_stroke_megastroke2018	ret_avr__sys_stroke_megastroke2018	1328	1328	8	98132520	99388944	428	0.000110317	0.0220492	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.384908566719551	0.301995	0.8674933324625871	0.8259171674549071	
ret_avr	sys_t2d_scott2017	-0.11838	-0.92618	0.56299	0.0140139	0	0.97834	0.755336520446562	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_t2d_scott2017	ret_avr__sys_t2d_scott2017	1328	1328	8	98132520	99388944	428	0.000110317	0.0122115	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.755336520446562	-0.11838	0.9853552486480577	0.9885735597110693	
ret_avr	sys_ckd_wuttke2019	0.212583	-0.52674	1	0.0451914	0	1	0.585196508971769	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_ckd_wuttke2019	ret_avr__sys_ckd_wuttke2019	1328	1328	8	98132520	99388944	428	0.000110317	0.0287132	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.585196508971769	0.212583	0.953753192026791	0.984890751451343	
ret_avr	sys_pd_nalls2019_clinical	-0.382052	-1	0.16997	0.145963	0	1	0.200528687348228	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_pd_nalls2019_clinical	ret_avr__sys_pd_nalls2019_clinical	1328	1328	8	98132520	99388944	428	0.000110317	0.00307429	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.200528687348228	-0.382052	0.6804766851984289	0.5847971219607846	
ret_art_density	sys_cad_nikpay2015	-0.00484192	-0.63271	0.65203	2.34442e-05	0	0.63242	0.988212961167443	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_cad_nikpay2015	ret_art_density__sys_cad_nikpay2015	1328	1328	8	98132520	99388944	428	2.34348e-05	0.00678572	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.988212961167443	-0.00484192	0.999809175470599	0.9937543422581014	
ret_art_density	sys_stroke_megastroke2018	-0.206025	-1	0.45724	0.0424462	0	1	0.579441625281516	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_stroke_megastroke2018	ret_art_density__sys_stroke_megastroke2018	1328	1328	8	98132520	99388944	428	2.34348e-05	0.0220492	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.579441625281516	-0.206025	0.9515187758794384	0.9983037064515692	
ret_art_density	sys_t2d_scott2017	-0.105482	-0.84494	0.55332	0.0111265	0	0.79727	0.767450261074622	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_t2d_scott2017	ret_art_density__sys_t2d_scott2017	1328	1328	8	98132520	99388944	428	2.34348e-05	0.0122115	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.767450261074622	-0.105482	0.9872214141002231	0.9708181049844565	
ret_art_density	sys_ckd_wuttke2019	0.265467	-0.43094	1	0.0704729	0	1	0.467089770299403	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_ckd_wuttke2019	ret_art_density__sys_ckd_wuttke2019	1328	1328	8	98132520	99388944	428	2.34348e-05	0.0287132	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.467089770299403	0.265467	0.9117887154453743	0.938546541759794	
ret_ven_density	sys_cad_nikpay2015	0.0561875	-1	1	0.00315703	0	1	0.912309863806191	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_cad_nikpay2015	ret_ven_density__sys_cad_nikpay2015	1328	1328	8	98132520	99388944	428	0.0358039	0.00678572	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.912309863806191	0.0561875	0.9985897938128142	0.9689150131109201	
ret_ven_density	sys_stroke_megastroke2018	-0.191997	-1	0.94016	0.036863	0	1	0.698079988561695	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_stroke_megastroke2018	ret_ven_density__sys_stroke_megastroke2018	1328	1328	8	98132520	99388944	428	0.0358039	0.0220492	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.698079988561695	-0.191997	0.9791502593456278	0.9970892435026911	
ret_ven_density	sys_t2d_scott2017	0.336549	-0.6361	1	0.113265	0	1	0.420048606815752	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_t2d_scott2017	ret_ven_density__sys_t2d_scott2017	1328	1328	8	98132520	99388944	428	0.0358039	0.0122115	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.420048606815752	0.336549	0.8875898961916661	0.8726411886796769	
ret_ven_density	sys_ckd_wuttke2019	0.911694	0.07697	1	0.831186	0.01792	1	0.000108040703882171	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_ckd_wuttke2019	ret_ven_density__sys_ckd_wuttke2019	1328	1328	8	98132520	99388944	428	0.0358039	0.0287132	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.000108040703882171	0.911694	0.00302821681735566	0.004224391521792886	
ret_art_tort	sys_cad_nikpay2015	-0.760677	-1	-0.11265	0.57863	0.02135	1	0.000778461780130601	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_cad_nikpay2015	ret_art_tort__sys_cad_nikpay2015	1329	1329	8	99388945	101448439	555	0.00291268	0.0114132	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.000778461780130601	-0.760677	0.015254061917293655	0.016319895176309385	
ret_crve	sys_cad_nikpay2015	0.204892	-0.85686	1	0.0419807	0	1	0.665350686226598	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_cad_nikpay2015	ret_crve__sys_cad_nikpay2015	1329	1329	8	99388945	101448439	555	0.0315972	0.0114132	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.665350686226598	0.204892	0.9724157137260192	0.9688732261263951	
ret_gcipl_left	sys_stroke_megastroke2018	-0.146135	-0.88125	0.45855	0.0213555	0	0.83949	0.668974870724217	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_stroke_megastroke2018	ret_gcipl_left__sys_stroke_megastroke2018	1330	1330	8	101448440	102548680	347	0.0138701	1.97185e-06	neuroretina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.668974870724217	-0.146135	0.9731369128118753	0.9904254435295482	
ret_inl_left	sys_stroke_megastroke2018	0.0548495	-0.54628	0.68993	0.00300846	0	0.58849	0.861925507978958	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_stroke_megastroke2018	ret_inl_left__sys_stroke_megastroke2018	1330	1330	8	101448440	102548680	347	0.00861733	1.97185e-06	neuroretina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.861925507978958	0.0548495	0.9958449629736964	0.9810165520626793	
ret_art_tort	sys_stroke_megastroke2018	0.0288311	-0.41697	0.4782	0.000831231	0	0.2651	0.899533483006433	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_stroke_megastroke2018	ret_art_tort__sys_stroke_megastroke2018	1330	1330	8	101448440	102548680	347	4.71752e-05	1.97185e-06	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.899533483006433	0.0288311	0.99748270806353	0.9753794765145639	
ret_art_tort	sys_t2d_scott2017	-0.543569	-1	-0.01097	0.295468	0.00467	1	0.0312099974924087	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_t2d_scott2017	ret_art_tort__sys_t2d_scott2017	1330	1330	8	101448440	102548680	347	4.71752e-05	0.00650853	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.0312099974924087	-0.543569	0.23742566984009156	0.23357422593063498	
ret_avr	sys_stroke_megastroke2018	0.332352	-0.16342	1	0.110458	0	1	0.262799664466037	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_stroke_megastroke2018	ret_avr__sys_stroke_megastroke2018	1330	1330	8	101448440	102548680	347	0.00287465	1.97185e-06	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.262799664466037	0.332352	0.7567024148815635	0.6855096934966278	
ret_avr	sys_t2d_scott2017	-0.0638224	-0.90768	0.7216	0.0040733	0	1	0.8779629824103	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_t2d_scott2017	ret_avr__sys_t2d_scott2017	1330	1330	8	101448440	102548680	347	0.00287465	0.00650853	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.8779629824103	-0.0638224	0.9972484809830132	0.9995386774909945	
ret_gcipl_left	sys_ad_kunkle2019	-0.00334171	-0.61859	0.6004	1.1167e-05	0	0.55395	0.991426100172424	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_ad_kunkle2019	ret_gcipl_left__sys_ad_kunkle2019	1331	1331	8	102548681	103716053	417	0.000662973	0.000561735	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.991426100172424	-0.00334171	0.9999182059026329	0.9992326048981912	
ret_gcipl_left	sys_pd_nalls2019_clinical	-0.541592	-1	0.13621	0.293322	0	1	0.0616932382102687	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left__sys_pd_nalls2019_clinical	1331	1331	8	102548681	103716053	417	0.000662973	0.0277512	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.0616932382102687	-0.541592	0.3665744746425698	0.36104565543509526	
ret_inl_left	sys_ad_kunkle2019	-0.100421	-1	0.6963	0.0100844	0	1	0.816491545662674	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_ad_kunkle2019	ret_inl_left__sys_ad_kunkle2019	1331	1331	8	102548681	103716053	417	0.0202791	0.000561735	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.816491545662674	-0.100421	0.9922732844503295	0.9960562468003837	
ret_inl_left	sys_pd_nalls2019_clinical	-0.208014	-1	0.85564	0.0432698	0	1	0.660359358152332	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_pd_nalls2019_clinical	ret_inl_left__sys_pd_nalls2019_clinical	1331	1331	8	102548681	103716053	417	0.0202791	0.0277512	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.660359358152332	-0.208014	0.9719924942092629	0.9394000213413766	
ret_art_tort	sys_cad_nikpay2015	0.33056	-0.27957	1	0.10927	0	1	0.311221830831909	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_cad_nikpay2015	ret_art_tort__sys_cad_nikpay2015	1331	1331	8	102548681	103716053	417	6.74809e-06	0.0217997	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.311221830831909	0.33056	0.8130535502442894	0.7580382352627826	
ret_ven_tort	sys_cad_nikpay2015	0.114206	-0.59706	0.93573	0.013043	0	0.99629	0.770234441271924	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_cad_nikpay2015	ret_ven_tort__sys_cad_nikpay2015	1331	1331	8	102548681	103716053	417	1.68122e-05	0.0217997	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.770234441271924	0.114206	0.9879271741183767	0.98864417817534	
ret_crae	sys_cad_nikpay2015	-0.122195	-0.93654	0.58131	0.0149317	0	1	0.752325073574953	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_cad_nikpay2015	ret_crae__sys_cad_nikpay2015	1331	1331	8	102548681	103716053	417	2.23265e-05	0.0217997	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.752325073574953	-0.122195	0.9851892905143869	0.956295366983861	
ret_crae	sys_sle_bentham2015	0.320711	-0.1736	0.92861	0.102856	0	0.86275	0.254042727984835	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_sle_bentham2015	ret_crae__sys_sle_bentham2015	1331	1331	8	102548681	103716053	417	2.23265e-05	0.000721538	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.254042727984835	0.320711	0.7478583342881732	0.7088975527870236	
ret_crae	sys_ibd_delange2017	0.324832	-0.33089	1	0.105516	0	1	0.338697614234431	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ibd_delange2017	ret_crae__sys_ibd_delange2017	1331	1331	8	102548681	103716053	417	2.23265e-05	0.0323008	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.338697614234431	0.324832	0.836764671171859	0.8605749616896399	
ret_art_density	sys_cad_nikpay2015	-0.028535	-0.73532	0.65067	0.000814245	0	0.79815	0.935677236511941	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_cad_nikpay2015	ret_art_density__sys_cad_nikpay2015	1331	1331	8	102548681	103716053	417	1.3642e-06	0.0217997	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.935677236511941	-0.028535	0.9985897938128142	0.9859313248107526	
ret_ven_density	sys_cad_nikpay2015	0.109956	-0.80201	1	0.0120903	0	1	0.810959621423135	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_cad_nikpay2015	ret_ven_density__sys_cad_nikpay2015	1331	1331	8	102548681	103716053	417	0.00484775	0.0217997	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.810959621423135	0.109956	0.99159871522363	0.9416257114083497	
ret_gcipl_left	sys_ad_kunkle2019	0.0130488	-1	1	0.000170271	0	1	0.979596184646193	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_ad_kunkle2019	ret_gcipl_left__sys_ad_kunkle2019	1332	1332	8	103716054	104467845	307	0.0216194	0.0208569	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.979596184646193	0.0130488	0.9997970216582496	0.9951453304342278	
ret_inl_left	sys_ad_kunkle2019	-0.00760735	-0.89741	0.8804	5.78718e-05	0	1	0.986617235471209	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_ad_kunkle2019	ret_inl_left__sys_ad_kunkle2019	1332	1332	8	103716054	104467845	307	0.00106908	0.0208569	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.986617235471209	-0.00760735	0.999809175470599	0.9971010056304843	
ret_isos_rpe_left	sys_ad_kunkle2019	-0.547488	-1	0.08434	0.299743	0	1	0.0477947596154835	LAVA_rho_CI_normal_approximation_two_sided	ret_isos_rpe_left	sys_ad_kunkle2019	ret_isos_rpe_left__sys_ad_kunkle2019	1332	1332	8	103716054	104467845	307	3.32069e-05	0.0208569	outer_retina	PREDEFINED_BIOLOGY_PRIORITY	0.0477947596154835	-0.547488	0.31241194532423416	0.335334200527989	
ret_macular_total_left	sys_ad_kunkle2019	-0.137989	-1	0.67786	0.019041	0	1	0.747165540916429	LAVA_rho_CI_normal_approximation_two_sided	ret_macular_total_left	sys_ad_kunkle2019	ret_macular_total_left__sys_ad_kunkle2019	1332	1332	8	103716054	104467845	307	0.000446411	0.0208569	outer_retina	PREDEFINED_BIOLOGY_PRIORITY	0.747165540916429	-0.137989	0.9850696008722969	0.9180799650029668	
ret_crae	sys_ibd_delange2017	0.0521882	-0.85751	1	0.00272361	0	1	0.912303540189159	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ibd_delange2017	ret_crae__sys_ibd_delange2017	1332	1332	8	103716054	104467845	307	0.00550448	0.00812065	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.912303540189159	0.0521882	0.9985897938128142	0.9994758718711544	
ret_gcipl_left	sys_pd_nalls2019_clinical	-0.775755	-1	-0.35508	0.601796	0.12608	1	2.41515853872897e-06	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left__sys_pd_nalls2019_clinical	1333	1333	8	104467846	105370130	217	1.22556e-06	0.000276618	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	2.41515853872897e-06	-0.775755	0.00011219086981218088	0.00010365055395378497	
ret_inl_left	sys_pd_nalls2019_clinical	-0.701461	-1	-0.14497	0.492047	0.02531	1	0.00130043758183103	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_pd_nalls2019_clinical	ret_inl_left__sys_pd_nalls2019_clinical	1333	1333	8	104467846	105370130	217	0.00158275	0.000276618	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.00130043758183103	-0.701461	0.022898559964766266	0.023364528553564173	
ret_isos_rpe_left	sys_pd_nalls2019_clinical	-0.267654	-1	0.56475	0.0716386	0	1	0.502531154463199	LAVA_rho_CI_normal_approximation_two_sided	ret_isos_rpe_left	sys_pd_nalls2019_clinical	ret_isos_rpe_left__sys_pd_nalls2019_clinical	1333	1333	8	104467846	105370130	217	0.023208	0.000276618	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.502531154463199	-0.267654	0.9241945764618035	0.8761171986083504	
ret_crve	sys_cad_nikpay2015	-0.219413	-1	0.46886	0.048142	0	1	0.558181534474107	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_cad_nikpay2015	ret_crve__sys_cad_nikpay2015	1334	1334	8	105370131	106500950	336	0.000700102	0.00523269	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.558181534474107	-0.219413	0.9443146372461247	0.9180055000571249	
ret_crve	sys_t2d_scott2017	-0.186825	-0.78388	0.33667	0.0349036	0	0.62674	0.513398838753256	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_t2d_scott2017	ret_crve__sys_t2d_scott2017	1334	1334	8	105370131	106500950	336	0.000700102	6.48441e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.513398838753256	-0.186825	0.9269586155964054	0.9029357199052019	
ret_crve	sys_ckd_wuttke2019	-0.992407	-1	-0.31184	0.984872	0.09835	1	1.57677339698985e-08	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_ckd_wuttke2019	ret_crve__sys_ckd_wuttke2019	1334	1334	8	105370131	106500950	336	0.000700102	0.0485067	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	1.57677339698985e-08	-0.992407	1.4856895720360748e-06	1.6398443328694442e-06	
ret_rnfl_left	sys_pd_nalls2019_clinical	0.26941	-0.58234	1	0.0725818	0	1	0.504510984414022	LAVA_rho_CI_normal_approximation_two_sided	ret_rnfl_left	sys_pd_nalls2019_clinical	ret_rnfl_left__sys_pd_nalls2019_clinical	1335	1335	8	106500951	107787163	310	0.0423561	0.0007286	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.504510984414022	0.26941	0.9241945764618035	0.9096781070322327	
ret_art_tort	sys_cad_nikpay2015	0.21217	-0.49025	1	0.0450162	0	1	0.576784076709569	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_cad_nikpay2015	ret_art_tort__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	0.0239301	3.41472e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.576784076709569	0.21217	0.9505400209827354	0.8773717759723859	
ret_ven_tort	sys_cad_nikpay2015	0.0760838	-0.73434	0.96965	0.00578875	0	1	0.861058990887946	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_cad_nikpay2015	ret_ven_tort__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	0.0391093	3.41472e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.861058990887946	0.0760838	0.9958449629736964	0.98864417817534	
ret_crve	sys_cad_nikpay2015	0.159721	-0.55391	0.97443	0.0255108	0	1	0.682057752298835	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_cad_nikpay2015	ret_crve__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	0.017288	3.41472e-05	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.682057752298835	0.159721	0.9754915615529597	0.9692399637930813	
ret_avr	sys_cad_nikpay2015	0.207457	-0.33913	0.89652	0.0430384	0	0.81976	0.510455555750226	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_cad_nikpay2015	ret_avr__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	0.0023843	3.41472e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.510455555750226	0.207457	0.9262141852466627	0.9102075233090358	
ret_avr	sys_pd_nalls2019_clinical	-0.253019	-1	0.38072	0.0640188	0	1	0.472552203893542	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_pd_nalls2019_clinical	ret_avr__sys_pd_nalls2019_clinical	1335	1335	8	106500951	107787163	310	0.0023843	0.0007286	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.472552203893542	-0.253019	0.9130486722835188	0.8529469240402107	
ret_art_density	sys_cad_nikpay2015	-0.310923	-0.94639	0.19633	0.0966729	0	0.89962	0.286164118811895	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_cad_nikpay2015	ret_art_density__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	0.000593677	3.41472e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.286164118811895	-0.310923	0.7857462851039436	0.713951602879138	
ret_ven_density	sys_cad_nikpay2015	0.0802849	-0.42247	0.58757	0.00644566	0	0.378	0.755357657454108	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_cad_nikpay2015	ret_ven_density__sys_cad_nikpay2015	1335	1335	8	106500951	107787163	310	6.51867e-05	3.41472e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.755357657454108	0.0802849	0.9853552486480577	0.9247745498100184	
ret_rnfl_left	sys_pd_nalls2019_clinical	-0.324237	-1	0.22017	0.10513	0	1	0.297575649046785	LAVA_rho_CI_normal_approximation_two_sided	ret_rnfl_left	sys_pd_nalls2019_clinical	ret_rnfl_left__sys_pd_nalls2019_clinical	1337	1337	8	108647464	109920827	334	4.00412e-18	0.0376108	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.297575649046785	-0.324237	0.7979090553421289	0.7237907713794197	
ret_gcipl_left	sys_stroke_megastroke2018	-0.200974	-1	0.59594	0.0403905	0	1	0.621567624189054	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_stroke_megastroke2018	ret_gcipl_left__sys_stroke_megastroke2018	1337	1337	8	108647464	109920827	334	0.0206725	0.000757974	neuroretina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.621567624189054	-0.200974	0.9633553064803175	0.9904254435295482	
ret_gcipl_left	sys_pd_nalls2019_clinical	-0.137069	-1	1	0.018788	0	1	0.788198798283944	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left__sys_pd_nalls2019_clinical	1337	1337	8	108647464	109920827	334	0.0206725	0.0376108	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.788198798283944	-0.137069	0.9903809321594635	0.9734349667055904	
