exposure	outcome	n_iv_final	method	beta	se	ci_low	ci_high	OR	p	q_amendment004_global	heterogeneity_Q	heterogeneity_p	egger_intercept	egger_p	weighted_median	weighted_median_p	weighted_mode	weighted_mode_p	egger_beta	steiger_direction	steiger_p	variance_explained_exposure	variance_explained_outcome	presso_status	loo_status	loo_beta_min	loo_beta_max	evidence_status	pair_id	direction	retinal_trait	disease	n_iv_initial	frequency_semantics	mean_F	min_F	effect_scale	multiple_testing_family
ret_gcipl_left	sys_ibd_delange2017	21	IVW_random_effects	0.0112949797190731	0.0751127431069272	-0.1359232915505094	0.1585132509886556	1.0113590088446485	0.8804698041621738	0.9627805128788594	26.8980775478754	0.1381559385835973	0.0049007419871333	0.1990574063956711	-0.0674972036872758	0.2856876206838792	-0.0891546795453304	0.158482300853062	0.018204266042394	True	8.33383146154482e-57	0.020820298370078	0.0023695011320408	COMPUTED_NO_OUTLIER	COMPUTED	-0.040665479554499	0.0374906845184685	NULL	ret_gcipl_left__sys_ibd_delange2017	ret_gcipl_left_to_sys_ibd_delange2017	ret_gcipl_left	sys_ibd_delange2017	34	EFFECT_ALLELE	51.38316687554146	30.40217961165432	log_odds	BH_across_112_Amendment004_primary_directions
sys_ibd_delange2017	ret_gcipl_left	90	IVW_random_effects	0.0036816017067367	0.0075779728097644	-0.0111709520762248	0.0185341554896984	NA	0.6270881534993726	0.9627805128788594	117.11023554701228	0.0245604931556975	0.0013602458819817	0.1301791841454046	0.013225625	0.0338299258703165	0.0058306381441006	0.3495079214564917	0.0017837658518756	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	0.001343569591404	0.0051503916439812	NULL	ret_gcipl_left__sys_ibd_delange2017	sys_ibd_delange2017_to_ret_gcipl_left	ret_gcipl_left	sys_ibd_delange2017	117	UNKNOWN	71.21789186123773	29.86149172298345	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_cad_nikpay2015	59	IVW_random_effects	0.0383930347558414	0.0328357005304366	-0.0259637556909553	0.1027498252026381	1.0391395705951978	0.2423042474747994	0.9627805128788594	81.487570236505	0.0226961561526065	0.0027470686952851	0.1772780369700253	-0.0103532833242114	0.6762200401157423	0.0267878728520098	0.279893387130533	0.0261591364085561	True	0.0	0.0794326146865621	0.0050130500253646	COMPUTED_NO_OUTLIER	COMPUTED	0.0254365892855356	0.0454992317428381	NULL	ret_inl_left__sys_cad_nikpay2015	ret_inl_left_to_sys_cad_nikpay2015	ret_inl_left	sys_cad_nikpay2015	65	EFFECT_ALLELE	68.30876813008648	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_cad_nikpay2015	ret_inl_left	30	IVW_random_effects	-0.0154195789293696	0.0216074554458303	-0.0577694134007496	0.0269302555420104	NA	0.4754602812637374	0.9627805128788594	53.538106587446904	0.0036548727986139	-0.0003082749986341	0.8987065875170767	-0.0434192034512271	0.002328189940599	-0.0407651662055962	0.0042537627356771	-0.022725533566006	True	0.0	0.0961566686599282	0.0013803765437545	COMPUTED_NO_OUTLIER	COMPUTED	-0.0310286833270592	-0.0087764143852639	NULL	ret_inl_left__sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_inl_left	ret_inl_left	sys_cad_nikpay2015	41	EFFECT_ALLELE	69.09358652761719	29.88157247129896	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_stroke_megastroke2018	60	IVW_random_effects	0.029844098284862	0.0261458002028201	-0.0214007284596441	0.0810889250293681	1.0302938968464277	0.2536831111268486	0.9627805128788594	56.91005634581655	0.5529473432022427	0.0018188527978924	0.2668226845097066	-0.0096584140884066	0.7118251657888147	-0.0012540201020107	0.9617460630238648	0.026818542699418	True	0.0	0.0804588520778949	0.0032175426055848	COMPUTED_NO_OUTLIER	COMPUTED	0.0163729534624637	0.0409541293233727	NULL	ret_inl_left__sys_stroke_megastroke2018	ret_inl_left_to_sys_stroke_megastroke2018	ret_inl_left	sys_stroke_megastroke2018	65	EFFECT_ALLELE	68.03253362506925	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_stroke_megastroke2018	ret_inl_left	7	IVW_random_effects	0.0037630608773869	0.04243619521755	-0.0794103533899196	0.0869364751446936	NA	0.9293396157934808	0.9630914594678393	6.5392237843171825	0.3655657748952263	-0.021848845951856	0.4292659817278126	0.0029944260027662	0.9412325764452852	-0.0182151262244206	0.6538326368688556	0.3035903781285473	True	6.846967508472252e-82	0.0126013954123037	0.0001388749427355	COMPUTED_NO_OUTLIER	COMPUTED	-0.0199119867154486	0.0305715347782333	NULL	ret_inl_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_left	ret_inl_left	sys_stroke_megastroke2018	10	EFFECT_ALLELE	35.271851003077884	30.39364839319471	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_t2d_scott2017	54	IVW_random_effects	-0.0169904709675128	0.0490070524635169	-0.1130425287844682	0.0790615868494426	0.9831530530876562	0.7288209128749497	0.9627805128788594	94.44640562662904	0.0004016121212669	-0.0016617385909978	0.5805882794771002	0.0042926284837363	0.8967736392620261	0.029946133387098	0.3654252025538043	-1.3068140174025176e-05	True	5.002196004498201e-242	0.0754598557820616	0.0092899284628887	COMPUTED_NO_OUTLIER	COMPUTED	-0.0277353665400882	0.0050215574326278	NULL	ret_inl_left__sys_t2d_scott2017	ret_inl_left_to_sys_t2d_scott2017	ret_inl_left	sys_t2d_scott2017	65	EFFECT_ALLELE	70.92059931293329	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_t2d_scott2017	ret_inl_left	28	IVW_random_effects	-0.0404462049326578	0.0217471585847633	-0.0830698525248739	0.0021774426595582	NA	0.0629083646721122	0.9627805128788594	69.46933936139985	1.3348559222747802e-05	-0.000784336644151	0.7585307751047331	-0.03959	0.0013632759792838	-0.0338072716693654	0.0062462178259609	-0.0486801607936831	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.0474265267499643	-0.0278730944827024	NULL	ret_inl_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_left	ret_inl_left	sys_t2d_scott2017	40	UNKNOWN	65.4337237404373	30.617777777777786	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_ckd_wuttke2019	59	IVW_random_effects	-0.0725038723532221	0.0321935793885066	-0.1356021284881245	-0.0094056162183197	0.9300621451241609	0.0243145556285974	0.9627805128788594	81.61363543882103	0.0221971994133979	0.0016281874193849	0.4182554849075107	-0.0186302135488228	0.447652165920595	-0.0207390082050318	0.3979512719878976	-0.0689823851482685	True	0.0	0.0796054773447916	0.0048149789543205	COMPUTED_NO_OUTLIER	COMPUTED	-0.0789648385962437	-0.041221415435936	SUGGESTIVE	ret_inl_left__sys_ckd_wuttke2019	ret_inl_left_to_sys_ckd_wuttke2019	ret_inl_left	sys_ckd_wuttke2019	65	EFFECT_ALLELE	68.4425962661972	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_ckd_wuttke2019	ret_inl_left	16	IVW_random_effects	-0.0088951485632211	0.0338877979699303	-0.0753140120996524	0.05752371497321	NA	0.7929450480693143	0.9627805128788594	35.80089833275294	0.0018885172457955	-0.000302381774993	0.9322227986005296	0.0821957979436745	4.6015044509493265e-05	0.0605967299332317	0.0026629252368738	0.0119958541008488	True	0.0	0.050369252914	0.0007851339758112	COMPUTED_NO_OUTLIER	COMPUTED	-0.0249109059228205	0.0041215147300527	NULL	ret_inl_left__sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_inl_left	ret_inl_left	sys_ckd_wuttke2019	23	EFFECT_ALLELE	67.41229033728953	29.56640625000001	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_ad_kunkle2019	60	IVW_random_effects	-0.0243119083632892	0.0439059807726384	-0.1103660493835662	0.0617422326569877	0.9759812455650084	0.5797659849984251	0.9627805128788594	68.76534125846456	0.1802818231110268	-0.0035597724846275	0.1603888214325156	-0.0753892877456188	0.0419919072858106	-0.0436504516257496	0.239013527443458	-0.0212488345287602	True	3.8585001957306665e-237	0.0804588520778949	0.0082627484182862	COMPUTED_NO_OUTLIER	COMPUTED	-0.0366884425702257	-0.0128708024760064	NULL	ret_inl_left__sys_ad_kunkle2019	ret_inl_left_to_sys_ad_kunkle2019	ret_inl_left	sys_ad_kunkle2019	65	EFFECT_ALLELE	68.03253362506925	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_ad_kunkle2019	ret_inl_left	18	IVW_random_effects	0.020749655497765	0.0113268401497851	-0.0014505432544554	0.0429498542499855	NA	0.0669660965612338	0.9627805128788594	19.260804983175905	0.3137692312353058	-0.0040657647881985	0.0264640791439333	0.0335260540764529	1.2735878204730095e-05	0.0287504394237921	0.0001819228472104	0.02838617628915	True	0.0	0.3346634975276982	0.000683008282489	COMPUTED_NO_OUTLIER	COMPUTED	0.0132198432067924	0.029838396903888	NULL	ret_inl_left__sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_inl_left	ret_inl_left	sys_ad_kunkle2019	19	UNKNOWN	201.459973137048	30.46466520492495	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_pd_nalls2019_clinical	57	IVW_random_effects	0.0511246468507891	0.0578274717184501	-0.0622151150343786	0.1644644087359569	1.0524540701930896	0.3766480287940957	0.9627805128788594	56.3744426265684	0.460840932608838	0.0020265060823713	0.6048893145921094	0.0099267033686402	0.8602241675976804	-0.0007494400389598	0.9893930410470584	0.0460802859892431	True	6.390567664729175e-89	0.0779993402511381	0.0185324391158622	COMPUTED_NO_OUTLIER	COMPUTED	0.032484356323665	0.0713204642576268	NULL	ret_inl_left__sys_pd_nalls2019_clinical	ret_inl_left_to_sys_pd_nalls2019_clinical	ret_inl_left	sys_pd_nalls2019_clinical	65	EFFECT_ALLELE	69.4305614786071	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_pd_nalls2019_clinical	ret_inl_left	10	IVW_random_effects	-0.0123406247336086	0.018489260288315	-0.0485789089994918	0.0238976595322746	NA	0.5044858440232549	0.9627805128788594	15.35720549419086	0.0815799606887397	-0.0015812745008001	0.6536571952550966	-0.020359464627151	0.1309458904926597	-0.0307461984255495	0.0225525845140454	-0.0120213369051452	True	0.0	0.1236095278382324	0.0003672380677468	COMPUTED_NO_OUTLIER	COMPUTED	-0.0233943878252441	-0.0048998863446213	NULL	ret_inl_left__sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_inl_left	ret_inl_left	sys_pd_nalls2019_clinical	15	EFFECT_ALLELE	57.90051221977404	31.768595041322307	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_sle_bentham2015	54	IVW_random_effects	0.0707891879475075	0.0915373012845993	-0.1086206258122943	0.2501990017073094	1.0733549258608373	0.4393229252206502	0.9627805128788594	67.87761676523795	0.0819883650216029	0.0007915503080068	0.8893234209919303	0.0266956710268184	0.7014475744343843	0.0913150118174903	0.189742004185504	0.0639763882714037	True	2.0762279073743412e-21	0.0756981974798095	0.0350910367927593	COMPUTED_NO_OUTLIER	COMPUTED	0.0447439734372555	0.0950377743738773	NULL	ret_inl_left__sys_sle_bentham2015	ret_inl_left_to_sys_sle_bentham2015	ret_inl_left	sys_sle_bentham2015	65	EFFECT_ALLELE	71.16478102768404	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_sle_bentham2015	ret_inl_left	28	IVW_random_effects	0.0025210544320612	0.0051682373739802	-0.0076085046844935	0.012650613548616	NA	0.625693123158878	0.9627805128788594	34.24178038873118	0.1591308779805091	0.0020838542802067	0.2723340636191947	-0.0085046162128098	0.0480083220625217	-0.0104349736322806	0.0152622163017709	-0.0001465416011186	True	0.0	0.999998000001	0.0007251838750072	COMPUTED_NO_OUTLIER	COMPUTED	-0.0017677136479994	0.0045493091579635	NULL	ret_inl_left__sys_sle_bentham2015	sys_sle_bentham2015_to_ret_inl_left	ret_inl_left	sys_sle_bentham2015	43	UNKNOWN	104.28994117494138	29.960511751951863	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_left	sys_ibd_delange2017	49	IVW_random_effects	-0.0380581354163765	0.0481839699833208	-0.1324969812158419	0.0563807103830888	0.9626569748003516	0.4296150506955559	0.9627805128788594	73.17788199929639	0.0110863178125666	0.0041677899451513	0.1399098937099876	-0.0270972173035854	0.428267030506702	-0.0598968065039646	0.0799416921139248	-0.0486396355936887	True	1.1627521608481372e-210	0.0691212757961515	0.0065133473382575	COMPUTED_NO_OUTLIER	COMPUTED	-0.0527487773008869	-0.0257068424553343	NULL	ret_inl_left__sys_ibd_delange2017	ret_inl_left_to_sys_ibd_delange2017	ret_inl_left	sys_ibd_delange2017	65	EFFECT_ALLELE	71.61200102976461	30.00826134660078	log_odds	BH_across_112_Amendment004_primary_directions
sys_ibd_delange2017	ret_inl_left	90	IVW_random_effects	-0.0093147795079355	0.0072255927414272	-0.0234766810480865	0.0048471220322153	NA	0.197350435546883	0.9627805128788594	106.186864372249	0.1033356558018543	0.0002642895806116	0.7629121849473568	-0.0088452721191851	0.1603280038514314	-0.0101752759123632	0.1062945345568031	-0.0092378779247159	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.0113144783274212	-0.0076100952273344	NULL	ret_inl_left__sys_ibd_delange2017	sys_ibd_delange2017_to_ret_inl_left	ret_inl_left	sys_ibd_delange2017	117	UNKNOWN	71.21789186123773	29.86149172298345	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_cad_nikpay2015	77	IVW_random_effects	0.0337269330251899	0.0311089894344135	-0.027245565861696	0.0946994319120759	1.0343021344080598	0.2782965562851692	0.9627805128788594	164.59411346256917	1.7434739429944557e-08	0.0036376614125227	0.0824395416487267	0.0312389851476594	0.0937559074450332	0.028092086977004	0.1317889416849427	0.0264462944379181	True	0.0	0.1321379512944653	0.0090512127502065	COMPUTED_NO_OUTLIER	COMPUTED	0.0236414653755761	0.0424639093845409	NULL	ret_inl_elm_left__sys_cad_nikpay2015	ret_inl_elm_left_to_sys_cad_nikpay2015	ret_inl_elm_left	sys_cad_nikpay2015	84	EFFECT_ALLELE	86.20424151620811	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_cad_nikpay2015	ret_inl_elm_left	30	IVW_random_effects	0.0066209875627289	0.0188775964272665	-0.0303784215493946	0.0436203966748524	NA	0.7257890023481169	0.9627805128788594	41.74482182082418	0.0591932184219073	-0.0015558067345162	0.4133965319292916	-0.0212439955659563	0.1356101375386368	-0.0236516483294616	0.0966188025015158	-0.0089759112668717	True	0.0	0.0961566686599282	0.0008743209525678	COMPUTED_NO_OUTLIER	COMPUTED	-0.0069843027197173	0.0141553368456038	NULL	ret_inl_elm_left__sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_inl_elm_left	ret_inl_elm_left	sys_cad_nikpay2015	41	EFFECT_ALLELE	69.09358652761719	29.88157247129896	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_stroke_megastroke2018	76	IVW_random_effects	0.0094089846345036	0.0201638064897655	-0.0301113498766706	0.0489293191456779	1.0094533882855905	0.6407664786338396	0.9627805128788594	72.65401465527444	0.5552642166315518	0.000792440171532	0.5873554789319204	-0.0231527876647476	0.250871578111451	-0.0109873612771503	0.5858187787357204	0.0084523090787712	True	0.0	0.1300422171434702	0.00405387304295	COMPUTED_NO_OUTLIER	COMPUTED	0.0028610511900385	0.0177825825771368	NULL	ret_inl_elm_left__sys_stroke_megastroke2018	ret_inl_elm_left_to_sys_stroke_megastroke2018	ret_inl_elm_left	sys_stroke_megastroke2018	84	EFFECT_ALLELE	85.95742947344976	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_stroke_megastroke2018	ret_inl_elm_left	7	IVW_random_effects	0.081812155499268	0.0464185180292076	-0.0091664680536995	0.1727907790522356	NA	0.0779866111798644	0.9627805128788594	7.622141420005009	0.2671132554281554	-0.0477882367838127	0.0441969479861086	0.0724450381679389	0.0783407953516645	0.1217892455360892	0.0030819209580821	0.7398953065917039	True	2.6744648722910286e-75	0.0126013954123037	0.0002584276135632	COMPUTED_NO_OUTLIER	COMPUTED	0.0574174333649351	0.122668675690816	NULL	ret_inl_elm_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_elm_left	ret_inl_elm_left	sys_stroke_megastroke2018	10	EFFECT_ALLELE	35.271851003077884	30.39364839319471	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_t2d_scott2017	68	IVW_random_effects	-0.0193833212849048	0.0296536054349253	-0.0775033199491181	0.0387366773793085	0.980803327384636	0.5133320622666524	0.9627805128788594	75.4244456529842	0.224713616379616	0.0029240671835007	0.142868694248867	-0.0794797188491336	0.0018243573358975	-0.0480940042197608	0.0592425744248568	-0.0379549303335391	True	0.0	0.1209602425936673	0.0067326178787599	COMPUTED_NO_OUTLIER	COMPUTED	-0.0282660822918126	-0.0124113654090426	NULL	ret_inl_elm_left__sys_t2d_scott2017	ret_inl_elm_left_to_sys_t2d_scott2017	ret_inl_elm_left	sys_t2d_scott2017	84	EFFECT_ALLELE	89.39462805299885	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_t2d_scott2017	ret_inl_elm_left	28	IVW_random_effects	-0.0175815387049433	0.0163361403112213	-0.0495997853613292	0.0144367079514425	NA	0.2818218217187115	0.9627805128788594	39.97491218199017	0.0515144242259018	-0.001375947924872	0.4160029444063251	-0.0767120224719101	3.9548149871685766e-10	-0.0805905713236722	4.9612823699214045e-11	-0.03471105524212	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.0259950108843429	-0.010679720931152	NULL	ret_inl_elm_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_elm_left	ret_inl_elm_left	sys_t2d_scott2017	40	UNKNOWN	65.4337237404373	30.617777777777786	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_ckd_wuttke2019	76	IVW_random_effects	-0.0207750804226583	0.0252038868793181	-0.070173790976542	0.0286236301312254	0.9794392348557168	0.4097800168433843	0.9627805128788594	106.63157918907694	0.009595196785104	0.0017478150706317	0.3178900981066389	0.0262628636197137	0.1636045178488153	0.0172180103674925	0.3610910940011415	-0.015358604332602	True	0.0	0.1300763667257709	0.0064061314864928	COMPUTED_NO_OUTLIER	COMPUTED	-0.0258966724587558	-0.0072443212161414	NULL	ret_inl_elm_left__sys_ckd_wuttke2019	ret_inl_elm_left_to_sys_ckd_wuttke2019	ret_inl_elm_left	sys_ckd_wuttke2019	84	EFFECT_ALLELE	85.98419052276142	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_ckd_wuttke2019	ret_inl_elm_left	16	IVW_random_effects	-0.0229888375847495	0.0282039611793349	-0.0782675857176103	0.0322899105481113	NA	0.4150193571216585	0.9627805128788594	24.82818023413958	0.0522990635413422	0.0009028887331321	0.7627452840934595	0.0397018775145283	0.0482847061035755	0.0159680954314132	0.4270287552145128	-0.0097678105231455	True	0.0	0.050369252914	0.0005630727741615	COMPUTED_NO_OUTLIER	COMPUTED	-0.0326361571509846	0.002528413400575	NULL	ret_inl_elm_left__sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_inl_elm_left	ret_inl_elm_left	sys_ckd_wuttke2019	23	EFFECT_ALLELE	67.41229033728953	29.56640625000001	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_ad_kunkle2019	78	IVW_random_effects	0.0015251694915651	0.0286491564346427	-0.0546261453077871	0.0576764842909174	1.0015263331540731	0.957543788997779	0.967740854220672	74.30273398423753	0.5659333897188918	0.0005299863892349	0.7971482252497412	-0.0221160956797589	0.440136198714028	0.0269581299530161	0.3467178501333043	-0.0009346238854271	True	0.0	0.1330996523514594	0.0085903330821934	COMPUTED_NO_OUTLIER	COMPUTED	-0.012955672446375	0.0097344275517403	NULL	ret_inl_elm_left__sys_ad_kunkle2019	ret_inl_elm_left_to_sys_ad_kunkle2019	ret_inl_elm_left	sys_ad_kunkle2019	84	EFFECT_ALLELE	85.7278645072113	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_ad_kunkle2019	ret_inl_elm_left	18	IVW_random_effects	0.0136637345472608	0.0182870235363544	-0.0221781729684292	0.0495056420629508	NA	0.4549537168625256	0.9627805128788594	40.370169722344315	0.0011472754086017	-0.0016431505181379	0.5787557745769636	-0.0120626748161193	0.1180609409570838	-0.0086296407488175	0.2635049723728663	-0.003257686673045	True	0.0	0.3346634975276982	0.0009003937512289	COMPUTED_NO_OUTLIER	COMPUTED	0.0069889377095553	0.0214573643315156	NULL	ret_inl_elm_left__sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_inl_elm_left	ret_inl_elm_left	sys_ad_kunkle2019	19	UNKNOWN	201.459973137048	30.46466520492495	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_pd_nalls2019_clinical	73	IVW_random_effects	-0.0347663190131206	0.0583710409205093	-0.1491714569574295	0.0796388189311882	0.96583108625054	0.5514364433684387	0.9627805128788594	92.452105097565	0.0526443158951078	0.0038090686461877	0.3196908991892085	0.0209073803052477	0.638832085744724	0.018873583194839	0.6718011384892928	-0.0217130506781851	True	8.380021870078023e-164	0.1219090543786597	0.0251489083338533	COMPUTED_NO_OUTLIER	COMPUTED	-0.0490839622734801	-0.0115090390469577	NULL	ret_inl_elm_left__sys_pd_nalls2019_clinical	ret_inl_elm_left_to_sys_pd_nalls2019_clinical	ret_inl_elm_left	sys_pd_nalls2019_clinical	84	EFFECT_ALLELE	83.91969389772912	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_pd_nalls2019_clinical	ret_inl_elm_left	10	IVW_random_effects	-0.038098101701798	0.0408941124714038	-0.1182490893254776	0.0420528859218816	NA	0.3515287887692002	0.9627805128788594	66.03409369922791	9.075284967963172e-11	0.0071174469213797	0.4386189402022757	0.0112883747609942	0.4323884742723584	0.0238762767445716	0.0967928643777394	-0.0473572148922736	True	0.0	0.1236095278382324	0.0026811651084219	COMPUTED_NO_OUTLIER	COMPUTED	-0.0565659870352134	-0.0060447109692304	NULL	ret_inl_elm_left__sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_inl_elm_left	ret_inl_elm_left	sys_pd_nalls2019_clinical	15	EFFECT_ALLELE	57.90051221977404	31.768595041322307	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_sle_bentham2015	64	IVW_random_effects	-0.0277162873762925	0.0601813198184302	-0.1456695067624991	0.090236932009914	0.9726642847949128	0.6451241080401098	0.9627805128788594	59.51225384417752	0.6013819039418906	-0.0026558469254056	0.5431665168315349	-0.1021445778989171	0.0896436505438175	-0.075259083317047	0.2111027433436019	-0.0214011753848601	True	7.687393590910539e-83	0.1164279532161664	0.0273891055455538	COMPUTED_NO_OUTLIER	COMPUTED	-0.049638694454227	-0.0084779755981831	NULL	ret_inl_elm_left__sys_sle_bentham2015	ret_inl_elm_left_to_sys_sle_bentham2015	ret_inl_elm_left	sys_sle_bentham2015	84	EFFECT_ALLELE	91.44164749331006	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_sle_bentham2015	ret_inl_elm_left	28	IVW_random_effects	0.0075331988142326	0.0055869946581045	-0.0034171094974696	0.0184835071259348	NA	0.1775473009685095	0.9627805128788594	38.667780384338926	0.0678972122724275	0.000965296262985	0.6407902610988137	0.0096081676212429	0.0261260837967384	0.0059790882342997	0.1663018601244607	0.0077103946393308	True	0.0	0.999998000001	0.0008939790068223	COMPUTED_NO_OUTLIER	COMPUTED	0.005400428039885	0.0093766723594626	NULL	ret_inl_elm_left__sys_sle_bentham2015	sys_sle_bentham2015_to_ret_inl_elm_left	ret_inl_elm_left	sys_sle_bentham2015	43	UNKNOWN	104.28994117494138	29.960511751951863	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_inl_elm_left	sys_ibd_delange2017	60	IVW_random_effects	0.0050967278336289	0.0403357214449054	-0.0739598334888235	0.0841532891560814	1.0051097382450516	0.8994488069029766	0.9627805128788594	99.6908872246122	0.0007366359251408	0.0064142398149165	0.0356042161581516	0.0286818115846873	0.2855979886725996	0.0354317301906128	0.1871260675162104	-0.0077249176588362	True	0.0	0.1114597512980048	0.0114699168838325	COMPUTED_NO_OUTLIER	COMPUTED	-0.0060687404990365	0.019074838379714	NULL	ret_inl_elm_left__sys_ibd_delange2017	ret_inl_elm_left_to_sys_ibd_delange2017	ret_inl_elm_left	sys_ibd_delange2017	84	EFFECT_ALLELE	93.38764179135882	30.480385919668453	log_odds	BH_across_112_Amendment004_primary_directions
sys_ibd_delange2017	ret_inl_elm_left	90	IVW_random_effects	-0.0024545972333415	0.007446716864817	-0.0170498940914496	0.0121406996247665	NA	0.7416860511671937	0.9627805128788594	111.02649626394717	0.056983914784674	0.0010853358038453	0.2208639125882259	0.0099428208386277	0.1158001012984905	0.0224033108622365	0.0003948291981527	-0.0011901003842274	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.0041897644532075	0.0003954153057714	NULL	ret_inl_elm_left__sys_ibd_delange2017	sys_ibd_delange2017_to_ret_inl_elm_left	ret_inl_elm_left	sys_ibd_delange2017	117	UNKNOWN	71.21789186123773	29.86149172298345	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_elm_isos_left	sys_cad_nikpay2015	20	IVW_random_effects	0.0551321558979956	0.0549523805139097	-0.052572530774005	0.1628368425699964	1.0566802519759388	0.3157298948143756	0.9627805128788594	25.181208411833502	0.1546635814875119	0.0020798170192216	0.4967923207706992	0.08130081300813	0.0753126516748751	0.0459954223885817	0.3143161942352849	0.0696222312480934	True	5.582959495007718e-101	0.0213013390402756	0.0014245691993286	COMPUTED_NO_OUTLIER	COMPUTED	0.0353050370653804	0.0714681434122244	NULL	ret_elm_isos_left__sys_cad_nikpay2015	ret_elm_isos_left_to_sys_cad_nikpay2015	ret_elm_isos_left	sys_cad_nikpay2015	22	EFFECT_ALLELE	54.16807775299408	29.909437620033845	log_odds	BH_across_112_Amendment004_primary_directions
sys_cad_nikpay2015	ret_elm_isos_left	30	IVW_random_effects	-0.0207731891442371	0.020266458466648	-0.0604947178330431	0.0189483395445687	NA	0.3053615761780107	0.9627805128788594	48.06665683988	0.014465596708726	-0.0002451875258954	0.9081704339539252	0.0005734949043238	0.9676747373556396	0.006038849348053	0.6695814978552008	-0.0216557937986219	True	0.0	0.0961566686599282	0.0013101127727911	COMPUTED_NO_OUTLIER	COMPUTED	-0.0273084910430019	-0.0115767370361678	NULL	ret_elm_isos_left__sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_elm_isos_left	ret_elm_isos_left	sys_cad_nikpay2015	41	EFFECT_ALLELE	69.09358652761719	29.88157247129896	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
