pair_id	direction	n_iv_final	heterogeneity_Q	heterogeneity_p	egger_intercept	egger_p	weighted_median	weighted_median_p	weighted_mode	weighted_mode_p	loo_status	loo_beta_min	loo_beta_max	presso_status	steiger_direction	steiger_p	variance_explained_exposure	variance_explained_outcome
ret_inl_elm_left__sys_pd_nalls2019_clinical	ret_inl_elm_left_to_sys_pd_nalls2019_clinical	73	92.452105097565	0.0526443158951078	0.0038090686461877	0.3196908991892085	0.0209073803052477	0.638832085744724	0.018873583194839	0.6718011384892928	COMPUTED	-0.0490839622734801	-0.0115090390469577	COMPUTED_NO_OUTLIER	True	8.380021870078023e-164	0.1219090543786597	0.0251489083338533
ret_inl_elm_left__sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_inl_elm_left	10	66.03409369922791	9.075284967963172e-11	0.0071174469213797	0.4386189402022757	0.0112883747609942	0.4323884742723584	0.0238762767445716	0.0967928643777394	COMPUTED	-0.0565659870352134	-0.0060447109692304	COMPUTED_NO_OUTLIER	True	0.0	0.1236095278382324	0.0026811651084219
ret_inl_elm_left__sys_sle_bentham2015	ret_inl_elm_left_to_sys_sle_bentham2015	64	59.51225384417752	0.6013819039418906	-0.0026558469254056	0.5431665168315349	-0.1021445778989171	0.0896436505438175	-0.075259083317047	0.2111027433436019	COMPUTED	-0.049638694454227	-0.0084779755981831	COMPUTED_NO_OUTLIER	True	7.687393590910539e-83	0.1164279532161664	0.0273891055455538
ret_inl_elm_left__sys_sle_bentham2015	sys_sle_bentham2015_to_ret_inl_elm_left	28	38.667780384338926	0.0678972122724275	0.000965296262985	0.6407902610988137	0.0096081676212429	0.0261260837967384	0.0059790882342997	0.1663018601244607	COMPUTED	0.005400428039885	0.0093766723594626	COMPUTED_NO_OUTLIER	True	0.0	0.999998000001	0.0008939790068223
ret_inl_elm_left__sys_ibd_delange2017	ret_inl_elm_left_to_sys_ibd_delange2017	60	99.6908872246122	0.0007366359251408	0.0064142398149165	0.0356042161581516	0.0286818115846873	0.2855979886725996	0.0354317301906128	0.1871260675162104	COMPUTED	-0.0060687404990365	0.019074838379714	COMPUTED_NO_OUTLIER	True	0.0	0.1114597512980048	0.0114699168838325
ret_inl_elm_left__sys_ibd_delange2017	sys_ibd_delange2017_to_ret_inl_elm_left	90	111.02649626394717	0.056983914784674	0.0010853358038453	0.2208639125882259	0.0099428208386277	0.1158001012984905	0.0224033108622365	0.0003948291981527	COMPUTED	-0.0041897644532075	0.0003954153057714	COMPUTED_NO_OUTLIER	NA	NA	NA	NA
ret_elm_isos_left__sys_cad_nikpay2015	ret_elm_isos_left_to_sys_cad_nikpay2015	20	25.181208411833502	0.1546635814875119	0.0020798170192216	0.4967923207706992	0.08130081300813	0.0753126516748751	0.0459954223885817	0.3143161942352849	COMPUTED	0.0353050370653804	0.0714681434122244	COMPUTED_NO_OUTLIER	True	5.582959495007718e-101	0.0213013390402756	0.0014245691993286
ret_elm_isos_left__sys_cad_nikpay2015	sys_cad_nikpay2015_to_ret_elm_isos_left	30	48.06665683988	0.014465596708726	-0.0002451875258954	0.9081704339539252	0.0005734949043238	0.9676747373556396	0.006038849348053	0.6695814978552008	COMPUTED	-0.0273084910430019	-0.0115767370361678	COMPUTED_NO_OUTLIER	True	0.0	0.0961566686599282	0.0013101127727911
ret_elm_isos_left__sys_stroke_megastroke2018	ret_elm_isos_left_to_sys_stroke_megastroke2018	20	19.631507224123823	0.4170503023253035	0.0063016960310753	0.0098208884847169	-0.0359313804367693	0.4646651098998313	0.0004952915929898	0.9919582964709514	COMPUTED	-0.0053748702631048	0.0303532455571518	COMPUTED_NO_OUTLIER	True	1.4915449636138537e-103	0.0213013390402756	0.0010649443894919
ret_elm_isos_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_elm_isos_left	7	8.502183912670882	0.203570461135641	0.0177872572323612	0.5936231652673387	-0.0177280757097791	0.6625889402470131	-0.0306547456033687	0.4505454539102215	COMPUTED	-0.0294417711736248	0.0279438818779796	COMPUTED_NO_OUTLIER	True	2.9239786986352106e-78	0.0126013954123037	0.0001883203768314
ret_elm_isos_left__sys_t2d_scott2017	ret_elm_isos_left_to_sys_t2d_scott2017	19	25.27967871349406	0.117404275943882	0.0028493167507393	0.4870551076423386	0.0076995334082754	0.8992536670471741	-0.1236017423037316	0.0421135871134707	COMPUTED	-0.0262207026168859	0.0351109131771571	COMPUTED_NO_OUTLIER	True	4.229064160541231e-71	0.0205436966115928	0.0019835590546378
ret_elm_isos_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_elm_isos_left	28	22.542107397035128	0.7093490645165645	0.000982634347434	0.4451071904439662	0.0192894137931034	0.1111712513214961	0.010015077963475	0.4082023824562287	COMPUTED	0.0145955161743244	0.0212203335370118	COMPUTED_NO_OUTLIER	NA	NA	NA	NA
ret_elm_isos_left__sys_ckd_wuttke2019	ret_elm_isos_left_to_sys_ckd_wuttke2019	19	34.008508017112455	0.0125650844563405	-0.0024242391144598	0.5125300948517568	-0.0521035234486696	0.2708140478658326	-0.0278131267526764	0.5566526143000701	COMPUTED	-0.0653125408196473	-0.0036920792308418	COMPUTED_NO_OUTLIER	True	1.0372298556387917e-89	0.0205436966115928	0.0016491984340129
ret_elm_isos_left__sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_elm_isos_left	16	24.95479470478453	0.0505538371578484	-0.0012812737372315	0.6636078285415202	0.0152222074468085	0.4461783495714028	0.0126201650002587	0.5276604265150829	COMPUTED	-0.0117524285234144	0.0070125647784464	COMPUTED_NO_OUTLIER	True	0.0	0.050369252914	0.000539873118213
ret_elm_isos_left__sys_ad_kunkle2019	ret_elm_isos_left_to_sys_ad_kunkle2019	20	24.52586943516193	0.1767475757755313	-0.0014422534472864	0.7542709967886958	-0.0575580977048708	0.4130035832285345	-0.0946370847870781	0.1783106074959056	COMPUTED	-0.0280093255351576	0.0233403279125641	COMPUTED_NO_OUTLIER	True	2.1990030343386512e-51	0.0213013390402756	0.002992199682063
